1792000	13259,20979,20630,23351,20154,6203,28319
6400000	15672,2452
5279750	2368,28065
725000	2257,20425,1831
4259500	11176,15019
3903500	13888,9633,15138,1392,24274,27609,9563,28605
9076750	5712,14930,4731,25372
5034000	10584,12220
8628250	28481,20979,10879
6996000	18213
1118250	3068,2589
5011500	28098,643,23779,22280,28937,6219,27407,29203,7059,20180,21847,22489,2043,1756
981000	14020,11176,14153,12394,26608,8689,4949,8662,29022
10653250	18024,20180,2655
2808500	25372
317500	7868,22029
9079500	7868
11949750	13554,2963,6571
8573000	28049,6158
9394250	29203,25372,19014
10578000	13240,20896,28992
3719250	4960
2492500	24340,20979,11124,19005
1319000	10449
3014750	18558
42000	29528,28180
4454500	15138,25830,15019,27117,21071,28653,2655
3846250	15584,11882,23143,11679
7483500	18196
1904750	23928,26860,9138,22484
8102000	768
8049000	17664,27544
3035250	993,14020,11196
7184500	9018,7868,22359
7600250	11176,11052,3228
11397250	23541
4059500	7868,8166
6852750	27906,4949
10234000	10176,19402,24013,28653,9111,10970,26011
2704750	3658
4047000	7105,29446
12142750	2375
7588000	7105,28653,10329
1966250	26722,11052,16110,2257,155,3228
8163500	14593,23115,15022,26959,18868,28438,3252,23103
8216750	12285
2232500	679,4683,14261,28791,11000,11679
12215000	12352,3164,6672,7868,8637,14942
3363000	24158
4184250	10788,28710,16550,12220,7728,241,4949,14020,11196
12173500	554,3627
3266750	5416,12220,16126
6904000	5267
7892000	1530,15661,17647
1911500	8868,25500,3627,16110,1073,1047,3228
7190750	1538,27791
3404000	905,3627,22246
8051750	26608,13737,20297
5655250	11396,16540,11196,14469,16406
6848750	21336
1579250	25424,13020,4078
10443000	19466,27135
4256000	15661,17647
8149250	11196,11679
5898500	374
7797000	13942
7699500	13592,11793,21672,23928,22280
9802000	13888,5883,16540
3511000	14020,29203,13020
11391250	17417,22244,28924,27998
5865750	1756,1446,28177,3145,11196,24013,28937,911,3760,9745,27544,26297,2872,11652,25060,3228
799000	1903
8666500	11790
3625250	21372
5726500	25733
11169500	21078,17640,366,27407,18196,14294,12828
563500	120,10778,22058
2920750	23538,15478
6099250	13244,7244,25372
9039750	7105,22887,25092,4709,2513,11196,3627,1293,24978,11983,2257,16540,14580,15639,9563,3228,13087
9437500	15718
4370750	7168,1666
9288000	11328,2683
9394500	14533
10322250	1731,10702,1903
4850000	12512,1428,11605
12371000	11776,12394,2227,17514
11612500	19974
3684750	25559
7367000	15584,20297,4918
10492250	11080,28752,4949,15449,281,7868
11579750	12688,8410,11196
5745000	11080,26722,9838,2103
1446250	20297,21217,4078,2655
6619500	11465
3344750	28524,8805
10566000	23284,13554,7868,28053
11440500	3228,14261
8243500	4931,11196
10628500	11263
11141500	2945
12229000	17389
1530250	14120
861250	21110
5220750	25240,28438
12239250	1121,7868,14157,21838
10756500	14942
5248750	23623,9290,15019,15086,7862,27035,28924
11321750	643,17060,12358,3847,21672,6348,20206,13745,9906,21684,10879
10095000	14261
11225500	11175,2655
7002750	7868
1806750	26394,21683,18558
10052000	22126
7545250	29099,14381
1710500	1481,7868,28065,25526,2729
10521000	13779,7868
8430000	8637
3981750	1831
5024500	7105,3228,21110
6957500	12606
2253250	18730
3895750	12475,12933
9069000	22393,28017
11129250	11080,23214,14577,23861,11065,949
6412750	23632
1047000	21110
7854500	29099,4949
11340250	26973,14294
5952250	6827
6380000	28425
9123500	15138,14694,12168,3433,20846,6447,21459,15
6998500	201,3627
3723750	21672
3009000	28347,19014,12327,10604,8724,22393,21657,5627
1782250	155,24460,3237,19374
11307500	20300,22359
10119250	10282,7868
10592750	23798
11158000	21930,9563,239
11434750	9985,22339,20083,18758
309750	4545,15365
1909250	504,20516,10014,6326,24645
7445000	18075
746000	7105,155,21865
1063000	16376,28481,15019,14165
1620500	12230,23735
7103000	26722,5574,16488,11465,12586,15019,23662,15423
9972250	15138
5780000	7648,10058,15811,17061,19523
8702500	7105,23779,11196,29547,8257
12028500	11196,11679
371250	10106,21110
9906500	21336,8689,26722,155,23656
5226250	8689
434750	19394
232000	12133,361,16311,21865,7868,17823
380000	12329,5620,1773
9351750	11080,14580
415500	23164
10642000	20896,7105,7323,8257,11465,7567,2513,28149,20536,251,8637,2655
12231250	19539,12220,28149
252500	6199
10598500	12220
9628250	18024
6150750	15584,15831,17429,2655
10609250	5330
6683750	14119,29551,29203,5267,28788,14261,10169,4731
731750	29008,9195,7692,29163
10054250	8425,4667,19660,20297
5915250	15138,2367
1104500	21110,14294
9716500	11465
2138750	11029
7322250	11977,23861
6564500	25092,29095,11176,11196,18730,16110,12977,4949,14902,15639,21672,11612
1561250	13891
3257000	15534
3054250	5448
8792750	14416
