1792000	24028,20585,26090,13390,11380,13402,6203,28860
6400000	3313,15258,2452,28270
5226500	3627,23829
5279750	20386,10151,23237,13430,14525
981000	26722,11939,11176,12394,16110,4949,8662,15639,27160,11679
9123500	12168
1140750	3937,28410,15395,12541
5034000	7465,3723,7868,17959
8628250	11080,29465,18805
393250	10329,7868,4949
4259500	5336,11176,4949,28230,18805
1118250	11176,24306,9582
5011500	23013,20551,22280,24746,27092,10136,11196,11679
4606000	14887
341000	26754
3795000	12352,24601,6597,11687
2076000	21841,3390,24886
4317250	28443
1181250	21092,11849,13070,25295,26512,23284,10617
8573000	9549,6158,21110
9394250	11196,28899,17060,25372
3410000	12855
3719250	15395,5957,2217,7409,25332,3606,28184,17150
2492500	25420,19005,26655
9076750	22368,19668,4731,25372
1063000	16653,23214
3014750	13471
764000	15081,16300
3114000	15259
4454500	27117,23878
7323750	27019
3846250	12352,11882,11679,12220,23143
7483500	21865,15315,23331
8102000	2683,18213,21110,10079
6257000	23628
3035250	11080
7184500	16939,7868,24541,2159
7600250	25570,11176,16110,4949,21911,6908,10718,24415
4902250	4709,23628,14794,2764,2323,14360,18730,7070,18687
969750	6747,2963,3047,17823
4059500	8193,24196,805,28465,9549,3857
3524750	27625,4491,1966,6868,26871,5081,17247
10234000	25570,13450,16852,28885,24601,20796,25214
2704750	3658
4378500	22947
4770500	10404,24869,7335,12394,6988,9165,13554,15315,27191,24196,25029
12142750	19962
7588000	28230,18730,28653,12078,18575,10329,28975
5187750	11080
1966250	26722,25260,18730,11052,16110,2257,9838,3228,23999
8163500	24608,27458,21092,13483,15022,26959,2257,28438,22621,23103
1531250	10247,24459,9879,1306,21146,22179,10404,24087,22442,25260,7990,12216,27198,28992,4676,6092,9549,16979,21337,1008,3313,23338
2232500	24929,13987,2729,3723,19217,26516,14261,20694
3363000	3627,25742
4184250	9153,10788,28710,22505,11196,241,8082,4949,14020,12220
1165500	15423
3266750	26318
9720000	16315
12386500	2367
9079500	7868,25669
4716750	2683
5697750	23273,476,27791
10774750	1272,20338,23251,11687
3404000	905,3627,6246,22246
11362000	2963
6003750	24869,2033,15414,8792,7737,5053
2187500	9953,12162,24517,4808,23628,27394,14952,16376
5143250	16609,14482,8027,29547,18791
6848750	12160,26597,264,8689,12606,21336,7070
1579250	9906,25707,24194,6190,7743
4922750	18024
9163000	28184,22898
4256000	19058
8149250	11679,5011,11196,24015
266500	10282
1855750	7105,17450,24180
7797000	24066,11196,13942
19500	11080,25933,11176,7096,19421,5086
439000	7105,3362,17796,25415,24060,1493,2198,6104,26404,12287,7868,3390,16821
745750	3228
799000	18730,18587,10686
2132250	14159
4852000	7868,29146,23604
3625250	5625,20549
5726500	5680,5848,2693,14470
10401500	14048,24929,22950,23878,8816,7868,19421
3326250	9389,9479
563500	7376,7868,14590,24438,29095
2920750	19421,21862,15946,23407,22961,29490,27155,21973,22359,15197,3775
3742000	2513,20846
848500	16406,10151,23628,11849,16716,9838,25488,14261,7286,22393
2771250	26722,22567,7560,143,16500,789
847750	1752,25770,21659,13390
9437500	12168,489
4370750	15716,1666,23628
9288000	6352,24922,2683,2971
9906500	11328,5185,26722,7868,24601
2386250	26754
7361250	28410,9291,17835
4850000	19980,11605
11612500	18741,19974
145750	24242
7367000	11162,16540,15686,143
10492250	25488,17158,24359,11176,7754,19920,28065,8786,4949,6672,24984,18361,15934,7868,20029,13592,25631
11579750	26722,14020,12688,15217,11196,8702
8049000	14240,27136,23779,25556,14821
1446250	16849,14525
10715500	2655
3344750	7173,29099,12078,28463,18290,28435,2042,12220
10566000	7868,18980
6523250	11196
11440500	4731
725000	20425,25372
8324500	26619,14020
5968250	21865
3350250	19177,24765,28425
4186500	7105
5220750	8689,25933,28438
12239250	26288,11793,949,12271
3588500	12352,29473,23878,1831,7432,12329,24844,20846,21336,18024,21400,8637
11321750	4102,29547,29330,11730,7997,15390
10095000	14261
11225500	3740,4731,13020,21110
1911500	12747,6148,7173,3627,22317,16110,8689,10136,4949,15639,1047,8698,4479,11196,14261
10052000	7680,22280,7620,3093
7545250	13891,14020,27238,26547,21911,11679
1710500	24260,13480,14780,29547,21672,7868
10521000	17920,15874,25415,25770,10225,13779,7868,9471
8280500	16674,19,17972
3981750	6520,25386,1831,3228,27791
5059000	19102
4256500	19897,2410,7188,13254,24001
6957500	13793,24898,6980,10893,15534,22029,12754,16722,19514,19615
2253250	11652,679,11080,7868,7703,437,1591,3034,11196,28189,14261
3895750	5469,12606
9069000	12737,21092,8689,11176,11017,2257,12395,2060,22126,26343,28017,14930,11573,21110,7868,19217
3799500	21768,21838
11129250	11080,11687
6412750	17060,3304,11052,22094,14580,25092
7854500	4571,11080,16463,19217,7323,12285
11340250	25329,12394,14294
5952250	5067,17060,6827
6380000	28425,29389,1831
6998500	3627,11687,201,29547,11790,6319,8689,20595,1031,24015,11983
3723750	14020,4078,1831
8385000	7680,18080,21110
1782250	2568,5554,14415
11307500	22359,17446,27711
10592750	26394
11158000	290,15018,12076,239,6101,7868
8757750	18024
64000	12394
3168000	3082
1909250	28410,25372
10773000	12352,2257,20715,25488,12977,15639
746000	12435
1319000	21849,26699,1237
4895250	16624,18227,26308,24541,23779
5769750	18731
7103000	11080,22636
9972250	7963,23187
1244250	1691,4324,27670,28183
5780000	262,2445,19309,16529,3482,15390,21668,24869,29224,26665,25386,10928,17214,15811,26308,5705,21071,18515,21336,21092,5094,21865,29418,749,8313,763
8702500	7105,15138,20449,8257,11080,617,29547,24780,23662,12285,19570,23779,7868,9486,4329,11196,17597,19381
776750	26722,21092,1093,4329,2257,3228,23604,8278,14777,29084
371250	14400,7620,14119,22889,1547,8397,29203,21110,4731,25596,25599
3293750	5856,18075,17829
434750	21911,16972,27511
232000	21865,26067,7868
2940000	26722,21091,24486,24519,11080,25260,2257,12168,14580,11767,28369,2683,12220,3390,15935
9351750	11080,993,14580
2975500	12352,19745,7868,25733,11080,21865,14902,11052,5086,23662,12977,11176,4949,16406,7703,13592,4154,6143,11196,15934,23999
10642000	14240,15299,3254,11176,3627,23628,4499,23604,21334,10999,21336,155,5053
12231250	18273,26722,6246,6191,19058,4479
252500	18741,23861
